"[지금까지 여종의 기저귀를 착용해 봤어요ㅎ번에 나누어서 솔직한 실사용 후기 풀어나가볼게요 상대적으로 좋은 브랜드는 있지만], 긍정 텍스트 확률 : 91.78%"
"[폭신한? 그런 느낌 생리대 썼는데 생리 마지막쯤에 밑빠지는 느낌들어서 과연 이게 전부가 유기농인가.. 싶었어요.. 근데 이건 딱 보는 순간 아 유기농이겠구나 싶었어여. 그 특유의 헐랭한 포장..ㅎ 사용후기는], 긍정 텍스트 확률 : 73.42%"
"[아 밑빠지는 느낌은 없더라고요. 앞에 말했듯 저번에 산건 있었거든요ㅂㄷㅂㄷ 그리고 얇아서 그런가 가볍긴했어요 글고 이거 사이즈가 좀 작아요 손이랑 비교사진 보세용 제가 원래 탐폰을 쓰거든여. 양많으면 탐폰 써도 혹시 많이 샐까봐 중형같이 쓰는데특히 잘때 이건 좀 작네여 근데 저는 어차피 탐폰 써서 작은게 좋긴해요. 작아봤자 라이너보다 크고 날개도 있으니까요. 파우치에 들어가고도 남네여 그래도 생리대만 쓰시는 분은 꼭 대형 사셔야 해요패키지가 깔끔하네요 저번에 한통만 사서 사용해봤는데 착용감이나 흡수하는거나 좋아서 요번 골드박스할때 얼른 구매했어요 보송거리는 느낌으로 잘 사용하고 있어요♡중학생딸이쓰는거라위생용품만큼은신중하게고르는편이라이번에이제품을사용하게되었는데중형인데도너무두껍지않아서좋은것같긴한데], 긍정 텍스트 확률 : 96.77%"
"[ 본 후기는 실제 구매고객을 대상으로 작성되어 있습니다.], 긍정 텍스트 확률 : 71.21%"
"[본상품은에 판매되고 있습니다. ], 긍정 텍스트 확률 : 62.88%"
"[ 이 포스팅은 쿠팡 파트너스활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[ 친환경기저귀 네띠기저귀 완전 솔직후기 ], 긍정 텍스트 확률 : 67.73%"
"[친환경기저귀 네띠기저귀 완전 솔직후기 ], 긍정 텍스트 확률 : 67.73%"
"[친환경 네띠기저귀 를한번 사용해보게 됬어요], 긍정 텍스트 확률 : 71.12%"
"[ 사이즈는 단계 양양이가 으로 요즘 부쩍 몸무게가늘어가고 있어서기저귀 크기도 커지는중.. ], 긍정 텍스트 확률 : 87.22%"
"[ 소변알림선도 없고팬티기저귀 마무리할때 쓰는 테이프도없고 정말그야말로 친. 환. 경 그래서 앞면이어딘지 뒷면이어딘지 구분하기가 힘들어 처음엔 반대로 입혔는데알고보니기저귀에 이라고표기 가 되어있더라구요하핫 ], 긍정 텍스트 확률 : 57.32%"
"[ 일반기저귀와 네띠기저귀를비벼보니 소리가 확실히 다르죠?이게 다 천연원료인 옥수수필름커버 때문에그래요], 긍정 텍스트 확률 : 64.45%"
"[ 이게 다 쪼임없는 허리밴딩때문에 그런거 같아요 ], 긍정 텍스트 확률 : 62.58%"
"[ 네띠기저귀가일반기저귀보단 불편한점이 몇가지있지만 아이를 생각하고 환경을 생각하면친환경기저귀를 쓰는게 우리아이의 미래를 위한길인거 같아요.], 긍정 텍스트 확률 : 70.68%"
"[안전한기저귀라고하는 친환경기저귀가요즘 시중에 많이들 나와있는데요글로벌 테스트 기관 및 국내에서도 개 유해물질 불검출인증을 받은 안전한 스웨덴 친화경 네띠 기저귀 써보니 좋은것 같아 이렇게 소개하려구요], 긍정 텍스트 확률 : 71.88%"
"[그리고 기저귀와 추가로 유기농생리대로 함께 사용해봤어요 ], 긍정 텍스트 확률 : 63.59%"
"[국내제품과는다르게팬티라이너크기는 포장이 개별로 되어 있지않고 이렇게 낱장으로 하나씩 들어 있는게 특이했어요], 긍정 텍스트 확률 : 64.82%"
"[아쉽게도 아직 네띠 생리대는 국내에서 판매는 되고 있지않은데요.. 올해 안에 런칭 할 예정이라고 하니희소식입니다 ], 긍정 텍스트 확률 : 60.41%"
"[그리고 스웨덴 천식 알레르기 협회에서도 추천하는네띠 기저귀예요 ], 긍정 텍스트 확률 : 91.25%"
"[ 친환경기저귀기저귀발진에 좋은 스웨덴기저귀 네띠 ♥ ], 긍정 텍스트 확률 : 99.72%"
"[친환경기저귀기저귀발진에 좋은 스웨덴기저귀 네띠 ♥ ], 긍정 텍스트 확률 : 99.72%"
"[에요 ], 긍정 텍스트 확률 : 79.99%"
"[그걸 실감하고 있는 요즘이랍니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 80.04%"
"[이 있는데 ], 긍정 텍스트 확률 : 63.38%"
"[네띠 벨트형은 신생아부터 사용가능한 가지 사이즈가 있어요. ], 긍정 텍스트 확률 : 54.66%"
"[네띠 팬티형은 활동량이 많거나 걷기시작하는 아이를 위한 가지 사이즈가 있지용 ], 긍정 텍스트 확률 : 71.48%"
"[우리아가들의 피부를 보호해 준다고 해요 ♥], 긍정 텍스트 확률 : 99.18%"
"[보통 애기들 기저귀 보면 알록달록 귀엽게 되어있잖아요 ], 긍정 텍스트 확률 : 95.79%"
"[오히려 전 이렇게 심플한 디자인이 참 좋더라구요. ], 긍정 텍스트 확률 : 69.63%"
"[말 그대로 천연 네띠 기저귀랍니다요 ], 긍정 텍스트 확률 : 78.04%"
"[차는 기저귀라면 좋은 걸 채워주고싶은게 또 이 애미마음이겠쥬? ], 긍정 텍스트 확률 : 87.27%"
"[흡수력좋은기저귀 네띠 ], 긍정 텍스트 확률 : 94.37%"
"[소변줄이 없으니 아가가 울 때 열어보는 일이 종종 있는데 접착테이프가 뗏다붙였다가 편해서 굿굿], 긍정 텍스트 확률 : 72.42%"
"[흡수되는 부분도 스칸디나비아 천연펄프로 되어있는데 썩는 소재라고 해요 ], 긍정 텍스트 확률 : 66.63%"
"[네띠기저귀가 진짜 친환경기저귀 ], 긍정 텍스트 확률 : 54.27%"
"[알록달록 기저귀들보다 네띠기저귀 착용해놓으니 뭔가 북유럽느낌 물씬 ], 긍정 텍스트 확률 : 75.34%"
"[피부에 닿는 부분이 부드럽고], 긍정 텍스트 확률 : 69.74%"
"[또 겉면은 짱짱하게 잡아주는 느낌이라 ], 긍정 텍스트 확률 : 86.01%"
"[초반에 신생아기저귀로 네띠기저귀 단계 샘플을 받아봤었는데 그때도 만족하고 사용했거든요. ], 긍정 텍스트 확률 : 61.96%"
"[단계 또한 만족만족 ], 긍정 텍스트 확률 : 87.51%"
"[믿을 수 있는 스웨덴 친환경 네띠기저귀], 긍정 텍스트 확률 : 87.99%"
"[파닥파닥 거리는 됴리군 ♥ ], 긍정 텍스트 확률 : 99.60%"
"[ 기저귀발진에 좋은 친환경기저귀 네띠], 긍정 텍스트 확률 : 89.28%"
"[흡수력이 좋아서 밤기저귀로도 신생아기저귀로도 추천드려요 ], 긍정 텍스트 확률 : 98.12%"
"[친환경기저귀가 환경에도 좋고아이에게도 좋은 건 다 아는 사실이죠?엄마와 아이들의 천국 바로 스웨덴의 친환경 기저귀 네띠입니다 ], 긍정 텍스트 확률 : 73.53%"
"[ 옥수수필름으로만들어져서 아이들 피부를제일 먼저 생각한 기저귀로 엄마들 사이에서도 알아주는 기저귀이죠 ], 긍정 텍스트 확률 : 92.05%"
"[네띠기저귀는 친환경 인증을 받은 기저귀로 아이의 건강과 환경을 먼저 생각하는 기저귀라고 합니다 ], 긍정 텍스트 확률 : 75.28%"
"[네띠기저귀는 위쪽에 이렇게기저귀를 쉽게 빼낼수있는 절취선이 있어서 ], 긍정 텍스트 확률 : 58.53%"
"[옆면의 샘방지부분이예요이중구조로 되어있어서활동량 많은 아이들에게 입혀도 안심이죠 ], 긍정 텍스트 확률 : 86.45%"
"[네띠기저귀는 흡수층이 좋다는 소리를 들어봐서 안쪽부분에 음료수를 한번 부어봤습니다 ], 긍정 텍스트 확률 : 63.51%"
"[자른후에 옆선부분도 자세히보니 꽤 높아서 정말 샐염려가 없겠더라구요 ], 긍정 텍스트 확률 : 64.95%"
"[꽤 많은 양의 음료수라서두번에 나눠서 기저귀안쪽에 부어봤는데요흡수력이 좋아서 부으면 바로 스며드는게 보이더라구요그리고 두번째 부었을때도 처음때마 마찬가지로금새 흡수되었구요 ], 긍정 텍스트 확률 : 99.38%"
"[바로 젖은 기저귀위로 티슈한장을 톡톡 두드려 보는데뭍어남이 거의없는 편으로이정도면 밤기저귀로도 너무 좋겠더라구요 ], 긍정 텍스트 확률 : 56.59%"
"[친환경기저귀이면서동시에 뛰어난 흡수량에 흡수속도 그리고 역류량까지참 착한 기저귀라는 생각이 들었어요 ], 긍정 텍스트 확률 : 88.72%"
"[엄마가 약간 불편할수있지만아이와 환경을 생각한다면친환경기저귀가 정답같애요 ], 긍정 텍스트 확률 : 83.29%"
"[부드럽고 몸에 착착 감기는 핏감은엄청난 활동량의 우리딸에게정말 잘 맞더라구요 ], 긍정 텍스트 확률 : 67.26%"
"[이중샘방지 부분이예요입히고 보니깐 높아서 안심입니다 ], 긍정 텍스트 확률 : 50.89%"
"[아이한테 입히기도 편해서엄마도 맘에 들어요 ], 긍정 텍스트 확률 : 94.76%"
"[ 무염소펄프], 긍정 텍스트 확률 : 66.02%"
"[아기건강과 환경을 생각한 네띠기저귀 추천합니다... ... ], 긍정 텍스트 확률 : 73.68%"
"[ 미즈넷을 통해 다이뻐로부터 제품만을 제공받아 솔직하게 작성한 후기입니다 ], 긍정 텍스트 확률 : 79.83%"
"[ 친환경기저귀 네띠 팬티기저귀 실사용후기안녕하세요 사랑봄날입니다 이제 슈니가 개월일이 됐어요 슈니는 기저귀를 떼는 연습을 하고있는데요 어린이집에서도 집에서도 낮에는 팬티를 입고 밤에 잘때만 팬티기저귀를 하고있는 중이랍니다 아이한테 맞는 팬티기저귀를 찾다가 알게된 친환경기저귀 네띠.가격이 좀 사악하긴한데 밤에만 입을걸 생각해서 하루에 하나정도니 잘때 조금더 편하게 재우고싶은 마음에 이것저것 찾다가 알게되었지요 ], 긍정 텍스트 확률 : 99.95%"
"[울 슈니는 단계로 총 단계까지 있더라구요 지금 아가가 키로고 여자아이라 단계도 충분히 쓸수있지만 낮에는 팬티속옷만 입으니 밤에 기저귀를 조이게 입으면 조금 갑갑할것란 생각에 단계로 구매를 했답니다], 긍정 텍스트 확률 : 91.50%"
"[ 그리고 이 네띠 팬티기저귀는 엉덩이쪽은 볼록해요 다른 기.저.귀보다 엉덩이 쪽이 여유가 많아서 아이가 더 편하게 입을수 있는것같아요 ], 긍정 텍스트 확률 : 73.08%"
"[ 저녁에 딸내미한테 입혀봄. 편해서 그른가 아이가 엄청 좋아해요 ㅋ], 긍정 텍스트 확률 : 99.04%"
"[ 저도 요거 정착했어요 얇고 흡수력 좋고 ㅋㅋ 아이가 엄청 움직여서 매번 쉬야가 샜는데 새지도 않고 좋아요 ㅎㅎ 앞뒤 빵빵해도 보송하구용ㅋㅋ 친환경이라 좋고 비싸서 그렇지 좋아요], 긍정 텍스트 확률 : 99.92%"
"[조은정보감사해요 저 글자가 넘 사랑스럽네용], 긍정 텍스트 확률 : 98.35%"
"[네띠 귀져기 저도 한번 바꿔봐야겠어요 ㅎㅎ], 긍정 텍스트 확률 : 96.92%"
"[댓글 감사합니다 ㅠㅠ 친환경 기저귀라면서 왤케 냄새가 많이 날까요? ㅠㅠ 하기스에서 갈아탄 의미가 별로 없는거 같아요...], 긍정 텍스트 확률 : 96.52%"
"[그쵸 ㅠㅠ 제가 예민한가 했어요... 저는 리뉴얼전꺼를 안써봐서 비교는못해보겠지만... 리뉴얼된 기저귀 전혀 친환경 기저귀 느낌 아니에요...독한냄새가 나서 빨래대에 지금 다 널어놨더니 냄새가 좀 빠지긴했는데 화가나네요..], 긍정 텍스트 확률 : 84.32%"
"[전 네띠가 오히려 잘 새서..글고 발진이 되려 나더라구오천연기저귀라서 흡수가잘 안되서그런건지..모르겠지만근데 워낙 애들마다 다르니네띠 같이 구매한 언니는 좋다고잘쓰고있다더라구요.가격이 비싸서 흠이지용..ㅎㅎ], 긍정 텍스트 확률 : 77.40%"
"[찾아보니 네띠가 샌다는 얘기가 있네요 쉬 응가 새면 진짜 ㅠㅠ 천연이라 단점도 있네요 감사해요], 긍정 텍스트 확률 : 94.05%"
"[신생아때부터 리베로써요몇가지 쭉 써봤는데 제일 좋더라구요..그런데 쉬냄새가많이납니다], 긍정 텍스트 확률 : 71.17%"
"[리베로 딜 떴던데 사놔야겠네요 감사해요], 긍정 텍스트 확률 : 62.93%"
"[ 네띠 두껍고 뻐덕뻐덕한 느낌이 있어요.], 긍정 텍스트 확률 : 72.33%"
"[울 딸 아기때 발진땜에 네띠 썼는데 발진 없어서 넘 만족하며 썼던 기억이], 긍정 텍스트 확률 : 83.11%"
"[큰애때 네띠썼는데 여름에사용하기엔 좀 두꺼운거같고. 요즘은 괜찮을듯. 밤기저귀로도 강추에요], 긍정 텍스트 확률 : 99.60%"
"[감사합니다 도전해봐야겠네요 ], 긍정 텍스트 확률 : 81.19%"
"[ 진짜요?? 저희애는 네띠 새더라구요 ㅠㅠ글구 잘 찢어지는거같아요 제가 힘이 쎈지 ㅎㅎㅎㅠㅠ 에코제네시스 궁금하네요 저도 기저귀 유목민이여용 ㅠㅠ군 페넬로페 슈퍼대디 리베로 등등 심지어 천기저귀까지.....ㅎㅎㅎ이것저것 쓰고있어요 ㅋㅋㅋ], 긍정 텍스트 확률 : 86.08%"
"[저도 천기저귀로 다시 돌아갔다가 손빨래로 애벌빨래하면서 너무 힘들어서ㅠㅠ친환경써보겠다고 이러고있어요ㅋㅋ에코제네시스는 밤에 오래채웠을때 겉에 축축해지는것빼고는 맘에들어요ㅋㅋ애기가 엎드려서 자는걸 좋아하는데 가끔 아침에 쉬가 새어나와서 이불까지 축축해질때가 있어서요ㅠ 얼른 정착하시길...], 긍정 텍스트 확률 : 92.73%"
"[저도 이번에 네띠쓰려고 주문했는데.. 땀띠가 나면 어쩌죠?ㅜㅠ 겨울이라 옷도 두껍게 입히는데ㅜ], 긍정 텍스트 확률 : 87.55%"
"[엉덩이나 중요부위 있는 곳은 괜찮은데 이상하게 허리밴드있는부분에 땀띠가 났어요ㅠ], 긍정 텍스트 확률 : 88.43%"
"[ 나비잠 부드럽고 낮기저귀로 좋았어요 팬티 쓰심 쿠잉도 괜찮더라구요], 긍정 텍스트 확률 : 99.29%"
"[괜찮앗고 윗분말씀하신 쿠잉밴드얼마전까지밤기저귀로사용햇는데 새는거없이가격대비좋아요], 긍정 텍스트 확률 : 69.89%"
"[나비잠 좋아요 쟁겨두고 사용중이에요], 긍정 텍스트 확률 : 97.31%"
"[비싸지만 리베로요 ㅎ 밴드 탄성 좋고 흡수력 좋아요], 긍정 텍스트 확률 : 99.08%"
"[리베로터치써봤어요ㅠㅎㅎ리베로도괜찮긴하드라구용], 긍정 텍스트 확률 : 69.83%"
"[애플크럼비 강추용 ㅋㅋㅋ 전 리베로랑 애플크럼비 번갈아 쓰는데 두개 쓰면서 발진 한번도 안 났어요 엄마가 보시고는 요즘 기저귀 너무 잘 나온다고 하시더라구요 ㅋㅋㅋ 리베로도 좋지만 애플크럼비가 확실히 더 좋아요], 긍정 텍스트 확률 : 54.62%"
"[ 후기 최고에요👍근데 벨라도 친환경기저귀인가요??잘몰라서 질문드려요], 긍정 텍스트 확률 : 99.55%"
"[ 몰텍스는 팬티없어요저도 이제 팬티형 친환경 고민인뎅 ㅋㅋ 정보감사해요], 긍정 텍스트 확률 : 54.21%"
"[감사합니당], 긍정 텍스트 확률 : 84.51%"
"[저도 친환경 기저귀 거의 다 써보고 밤보네이처로 정착중인데요벨라베이비 못써봤네요. 얇다 하길래 여름에 써볼까 하고 있어요.몰텍스가 좋긴 한데 정말 뻣뻣하지요 너무 자세히 잘 적어주셔서 많은 도움 되었구요], 긍정 텍스트 확률 : 94.50%"
"[ 감사합니다 ], 긍정 텍스트 확률 : 84.51%"
"[도움되었다니 기뻐용], 긍정 텍스트 확률 : 69.36%"
"[벨라가 얇을 편인가요??? 전 벨라 쓰다다 여름거 찾고 있거든요 ㅠ 다른 기저귀들은 벨라보다 더 두껍나요??], 긍정 텍스트 확률 : 71.61%"
"[저도 아기 신생아때부터 일전까지는 하기스네이처메이드 쓰다가 지금 밤보네이처랑 몰텍스 섞어서 쓰고있는데요 하기스만 써봐서 그런지 밤보랑 몰텍스에서 화학? 냄새같은게 좀 나는거 같은데 원래 좀 그런가요 제 코가 좀 예민하긴 해요..ㅋㅋㅋㅋㅋ계속 아기 배에 코 처박고 맡고있네요ㅠㅋㅋㅋ], 긍정 텍스트 확률 : 61.75%"
"[기저귀 자체에서는 냄새 안나고요오줌싸면 밤보는 냄새많이나고 몰텍스는 그냥 꿉꿉한 정도에요하기스가 뜯자마자 냄새나서 미리 환기시켜놓고 쓰는편이에요], 긍정 텍스트 확률 : 56.43%"
"[ 저 릴리두 쓰는데 릴리두 아보신청하실때 친구추천아이디 쓰심 유로인가 할인된다던데 그게 일회성인지 매회인지는 잘모르겠어요. 혹시 필요하심 말씀하세요 전 친구추가 없이 그냥 아보신청해서 쓰고 있는데 만족하거든요. 할인이고 집으로 배송해주고 배송전 메일이 오니 아직 기저귀가 남아있음 날짜 지정을 다시 바꿔서 필요한 날짜에 받아볼 수 있어요. 전 밤이나 오래 외출할땐팸퍼스], 긍정 텍스트 확률 : 92.55%"
"[전 네티랑 릴리두 둘다 몇개월씩 써봤는데 결론은 네티에요. 이번달에 릴리두 아보 취소하고 네티로 돌아가요. 네티도 아보 있는건 처음알았네요 덕분에 알게되서 감사해요 ㅎㅎㅎ 릴리두는 일단 취소 변경이 다 쉬워요. 매달 배송일 전에 언제까지 주문 취소변경 할수는지 메일로 알려주기도 하구요. 두번째달에는 테스트용으로 운터라게랑 기저귀 사이즈 물티슈 등등도 받았던거 같아요. 제가 취소하는 이유는 아가 엉덩이 발진이 자주 생기는거 같아서에요. 전엔 안그랬는데 한달에 한두번은 생기더라구요 ], 긍정 텍스트 확률 : 91.60%"
"[저도 둘다 써봤는데 네띠가 더 만족스러워요. 릴리두는 오래 채우면 뭔가가 조금 묻어나네요. 혹시 네띠 아보해지 어떻게 하는지 아시면 좀 알려주세요 ㅎㅎ], 긍정 텍스트 확률 : 83.75%"
"[ 저희 회장님 키로 입니댱ㅠㅠㅠㅠ 드림해주시는 맘님이 키로데 잘맞다구하셔서 줄선거에욤 그리고 꿀벅지시라 지금 대형쓰거든욤....ㅠㅠ 좋은 드림 받으셨네용ㅎㅎ], 긍정 텍스트 확률 : 99.89%"
"[돌전엔 꿀벅지라 큰사이즈 쓸거에요. 돌 지나서 걷고 활동량 많아지면 조금 슬림해져요. 제가 받은 기저귀가 작을까 걱정이었는데 제 글이 뚠회장님 맘을 상하게 했나 보네요ㅠㅠ], 긍정 텍스트 확률 : 84.39%"
"[뚠회장님아녜요. 아기들마다 시기 달라도 체형도 달라서 기저귀 사이즈는 제각각이에요. 저희 아직 대형 쓴다니까요. 오해 안해요 맘 상하셨다면 사과 드려요. 조금 크면 뒀다 써도 되는데 저같은 경우 작은걸 받게 되면 욕심낸걸까봐서요. 오늘 엄청 추운데 아가랑 따뜻하게 즐거운 하루 보내세요. 드림도 어여 좋은 주인 만나길 바래요], 긍정 텍스트 확률 : 100.00%"
"[민댕맘네네ㅎㅎ 감사합니다 날이 추워서ㅠ 맘님도 몸조심하셔요], 긍정 텍스트 확률 : 99.36%"
"[아녜요백일드레스 받으실 아가님이 같이 받으면 사용할 수 있지 않을까 싶어요. 보내 주신것만 해도 넘넘 좋아요. 아가랑 즐거운 하루 보내세요], 긍정 텍스트 확률 : 99.88%"
"[돌부터 내내 키로에요. 갤이지만 이제 네살입니다 엄마는 속상해요ㅠㅠ키도 작거든요.], 긍정 텍스트 확률 : 96.97%"
"[원마밍영유아검진때 한소리 들었어요. 아가 몸무게 신경 쓰라구요. 쑥쑥 컸음 좋겠네요.], 긍정 텍스트 확률 : 66.50%"
"[ 와 전원 경품에 까지 있었다니 진짜 대박채움 산교였겠어요 후기이벤트도 응원합니다], 긍정 텍스트 확률 : 87.60%"
"[우와 번 대단하세용 전원 경품에 채움 제대로 하셨네요 축하드려용 후기 이벤트도 좋은 결과 이쓰시길 바래요😚], 긍정 텍스트 확률 : 98.82%"
"[감사합니당♡], 긍정 텍스트 확률 : 84.51%"
"[ 축하드려요], 긍정 텍스트 확률 : 66.13%"
"[감사합니다❤], 긍정 텍스트 확률 : 84.51%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[감사합니당], 긍정 텍스트 확률 : 84.51%"
"[감사합니다. ], 긍정 텍스트 확률 : 83.19%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[감사합니다.], 긍정 텍스트 확률 : 83.19%"
"[감사합니당], 긍정 텍스트 확률 : 84.51%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[ 둘째가 개월이라 손들어보아요], 긍정 텍스트 확률 : 68.61%"
"[챗 드릴게요 ], 긍정 텍스트 확률 : 66.13%"
"[지금까지 여종의 기저귀를 착용해 봤어요ㅎ번에 나누어서 솔직한 실사용 후기 풀어나가볼게요 상대적으로 좋은 브랜드는 있지만], 긍정 텍스트 확률 : 91.78%"
"[모든 기저귀들은 남아용 혹은 남여공용 밴드형이고], 긍정 텍스트 확률 : 53.31%"
"[ 조리원에서 나와서 가장 먼저 썼던 브랜드에요.다른 브랜드들을 사용해보기 전이어서 기저귀가 좀 눅눅한가? 싶었는데요즘 기저귀들이 살짝 한지같은 감촉이라기저귀 착용 후 시간정도 지나면 겉에가 눅눅한 느낌이 있더라구요대부분 제품에서 눅눅함을 느꼈어요ㅎ처음엔 눅눅한게 맞는건가.. 라고 생각했으니], 긍정 텍스트 확률 : 78.95%"
"[그래서 그런지 보송보송하기까지 하더라구요.지금까지 사용한 제품들 중에서 제일 맘에 들어요.다만], 긍정 텍스트 확률 : 80.85%"
"[애기가 통잠자서 시간이상 못갈아 준 적이 몇 번 있는데한 번 소변이 샜었어요.그 후로는 샌적이 없기도 하고 아기한테도 가장 좋았던 제품이라 저는 크게 신경쓰지 않고 넘겼어요.대변은 샌적 없음 ], 긍정 텍스트 확률 : 65.54%"
"[ 베베몬 시즌 이너핏 밴드기저귀 ], 긍정 텍스트 확률 : 94.06%"
"[정말 기능하고는 상관없지만ㅎㅎㅎ기저귀 밴드라인의 디자인이 완전 다양해요.기저귀 가는 맛?이 있달까요ㅎㅎㅎ짜식이도 갈 때마다 다른 모양의 그림이 있다고...ㅎ ], 긍정 텍스트 확률 : 93.75%"
"[산모수첩들고 줄서서 받은 네띠 기저귀에요ㅎ스웨덴에서 자연성분으로 만든 친환경 기저귀라더군요.다른 기저귀들에 비하면 밑위가 짧은 편이어서 사이즈가 작게 느껴졌어요. 도담이는 큰 신생아였기에... 키로수는 맞는데 기저귀가 작은 느낌...기저귀때문인지는 확실치 않지만], 긍정 텍스트 확률 : 62.50%"
"[허벅지쪽이 빨개지고 두드러기가 생겼어요ㅠㅠ다른 원인일 수도 있지만], 긍정 텍스트 확률 : 84.51%"
"[ 도트모양의 디자인이 참 맘에 들었던 슈베스 기저귀ㅎㅎ페넬로페만큼이나 얇은 여름에 쓰기 좋은 기저귀에요.밴딩부분도 짱짱하고 넓어 맘에 들었어요.슈베스 기저귀는 허벅지라인 부분이 샘 방지라고 해서 조금 달랐는데요아마 중으로 되어있어 새는 걸 방지한다는거 같아요저는 그 부분이 한지같이 좀 꺼실한 느낌이 들어 별로더라구요.괜히 애기도 까칠한 느낌 받을거 같고 ㅎㅎㅎ말을 못하니 제가 알 방법이 있나요ㅠㅠ 그냥 엄마의 판단이네요 ], 긍정 텍스트 확률 : 95.16%"
"[ 도담이가 전반적으로 채워주는 것마다 별 탈 없이 잘 하고 있어서가지고 있는 거의 모든 브랜드의 기저귀를 다 착용해봤네요ㅎ아직 사용해보지 않은 브랜드가 남아 있어서], 긍정 텍스트 확률 : 97.14%"
"[ 탄은 사용 후 올릴 예정입니다 ...... ], 긍정 텍스트 확률 : 81.41%"
"[에코바이 네띠친환경 재료로 만들어진 기저귀에요 라는 문구가 눈에 확 들어오네요 ㅎㅎ], 긍정 텍스트 확률 : 75.38%"
"[ 기저귀 상단에는 절취선이 있어요 ], 긍정 텍스트 확률 : 55.80%"
"[ 절취선을 따라 자르니 쇼쇼쇼숑뜯어지네요 ㅎㅎ], 긍정 텍스트 확률 : 79.84%"
"[ 저희 아기는 이제 개월에 키로가 나가는 슈퍼우량아에요 ㅠㅠ 키로까지 커버가 된다니 일반 기저귀 사이즈랑은 조금 다르네요 보통 좀더 범위가 좁거든요 그래서 잘 맞으려나? 하고 입혀봤더니 ], 긍정 텍스트 확률 : 76.62%"
"[ ㅋㅋㅋ 잘맞았어요왜이렇게 비뚤게 밴드를 붙였지 ㅋㅋ 원래 더 잘붙인답니당허벅지가 약간 낙낙한가 싶었는데 원래 쓰던 낮기저귀는 너무 허벅지가 조여서자국이 남았었거든요 그래서 이정도가 딱 좋다 싶었어요 ], 긍정 텍스트 확률 : 91.94%"
"[ 프린팅도 뭔가 내추럴한 디자인이라 마음에 들어요자연자연한 느낌그리구 친환경인데도 흡수가 무척 잘되더라구요 오늘 아기가 응아를 번 이어서 했는데 ㅋㅋ 아기 어머니들은 무슨 말인지 아시리라 생각합니다..ㅋㅋ 하나도 안샜어요 조금 비싼 감이 있지만 낮기저귀로네띠 기저귀 적극 써볼까합니다 ], 긍정 텍스트 확률 : 94.78%"
"[♥ 해당 업체로부터 제품을 제공받고 작성된 후기입니다 ♥ ...?...? 네띠기저귀 ...?...? 친환경기저귀 ...?...? 천연기저귀 ...?...? 아기기저귀추천 ], 긍정 텍스트 확률 : 100.00%"
"[ 안녕하세요디혜디혜입니닷♡ ], 긍정 텍스트 확률 : 70.45%"
"[ 이게바로 스웨덴의 친환경기저귀 네띠 기저귀에요♡ ], 긍정 텍스트 확률 : 70.80%"
"[ 처음 만나는 네띠기저귀♡생각보다 기저귀자체는 좀 큰거 같아요그리고 약간 묵직한 느낌도 나구요그리고 일반 기저귀와 다른점 가지.소변선이 없어요 .테이프가 없어요 사실 첨에는 좀 불편하다 싶었는데요...지나고나니 익숙해집니다.내가 좀 불편해도 우리아가한테 안전하고 자연에게 착한 네띠기저귀가 좋더라구요 ], 긍정 텍스트 확률 : 96.35%"
"[ 기저귀착용샷을 몇번 시도했는데요....ㅎㅎ생각보다 쉽지가 않네요... ], 긍정 텍스트 확률 : 97.78%"
"[ 바지를 입혀준 뒷모습도 이쁘죠?? ], 긍정 텍스트 확률 : 58.08%"
"[ 친환경 기저귀 스웨덴 네띠기저귀 좋으네염😊 ], 긍정 텍스트 확률 : 88.44%"
"[ 귀여운 하트와 은행나뭇잎 모양 이 그려져있어요.심플한 화이트색상에아기자기한 그림으로 그려진 네띠기저귀저는 알록달록한 기저귀보다 이런 심플하면서 깔끔한 디자인이 더 좋아요. ], 긍정 텍스트 확률 : 61.48%"
"[ 기분 좋게 하는 우리집 기저귀함. 울 아가 배냇저고리시절에 찍은 사진이에요.종아리에 살도 없고 정말 신생아때 네띠 기저귀와 함께 남겨봤어요. ], 긍정 텍스트 확률 : 99.97%"
"[요며칠 스웨덴에서 온 친환경 네띠 기저귀를 써 봤어요 ㅎㅎ 그 후기를 지금부터 적어보겠습니다 ], 긍정 텍스트 확률 : 86.07%"
"[ 에코바이 네띠친환경 재료로 만들어진 기저귀에요 라는 문구가 눈에 확 들어오네요 ㅎㅎ], 긍정 텍스트 확률 : 75.38%"
"[ 기저귀 상단에는 절취선이 있어요 ], 긍정 텍스트 확률 : 55.80%"
"[ 절취선을 따라 자르니 쇼쇼쇼숑뜯어지네요 ㅎㅎ], 긍정 텍스트 확률 : 79.84%"
