"[우리아기 어떤 분유를 먹일지 알아보는 것도 엄마의 큰 고민중에 고민나는 일단 밴쿠버에 있기때문에임신 기간 중 여기서 먹는 분유들을 알아보게 되었다.대표적으으로 시밀락], 긍정 텍스트 확률 : 94.92%"
"[ 금액은 글작성 당시 가격입니다.구매전 꼭다시한번 확인해주세요 ], 긍정 텍스트 확률 : 83.52%"
"[ 본 블로그의 모든 상품은공식 홈페이지를 통해 진행 되는 안전한 제품입니다. ], 긍정 텍스트 확률 : 67.93%"
"[ 대박핫딜 할인 카브리타 네덜란드 산양 조제식 분유 개월 단계 ], 긍정 텍스트 확률 : 88.03%"
"[원산지 상품 상세설명 참조], 긍정 텍스트 확률 : 73.17%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[할인하고 있습니다. ], 긍정 텍스트 확률 : 61.09%"
"[상품의 가격정보는 변경될 수 있습니다 ], 긍정 텍스트 확률 : 75.12%"
"[ 원래 먹고 있던 분유는 마침 거의 다 먹기도 햇고 가끔 토할때도 있고.. 변이 노랗게 예쁘지가 않고 좀녹변이라 바꿔볼까 검색해보고 잇엇어요 그랫더니 산양분유가 아기 소화하기에도 좋고 황금변 본다더라고요 쿠팡와서 검색해보니 네덜란드 산양분유 카브리타가 새로 나온거같고 소화잘되고 유럽기준에 맞췃다는게 신뢰가가서 구매해봣어요 열어보니 일단 분유 입자가 너무 희고 곱더라고요 산양냄새 같은거도 걱정햇는데 없고 입자가 고와서인지 물에도 엄청잘녹아요 ], 긍정 텍스트 확률 : 67.63%"
"[근데 분유타는법이 좀 달라서 첨에좀헷갈렷어요 ㅋㅋ 다른 분유랑은 반대로 정해진양만큼 물을 먼저넣고 분유를 넣어야돼더라고요 저희아기는 이제 막 개월이라물 먼저 맞추고 분유 스푼 넣었더니 총정도 돼고 양이 딱 맞아써요 이제 먹은지 일정도 됏는데 신기하게 변도 노랗게 황금변 보고 소화도 잘 시키더라구용 분유 바꾸고 안먹으면 어떡하지 걱정햇는데 잘 먹고 아기랑 잘 맞는거같아서 너무 다행이에요 개월인데 이제야 아기한테맞는분유를 찾 ㅠㅠ 끙아 사진도 올리고싶지만 참앗어요아쉬운거는 분유 안에 분유스푼 찾기가 좀 힘들엇어요 다른 분유스푼보다 좀 작고 분유깊숙히잇엇어요 다먹으면 단계로 구매할게요 ], 긍정 텍스트 확률 : 82.26%"
"[임페리얼], 긍정 텍스트 확률 : 64.98%"
"[그리고요고까지 역시], 긍정 텍스트 확률 : 94.15%"
"[하루에 한번에서 두번보던 변을 이삼일에 한번 보더라구요 아주 밀도있게요. 체험단 끝나고 다른분유를 먹여보니 얼굴 빛이나 변색에 차이가 확 오더라구요 그래서 이번엔 제 돈 주고 구매합니다굿], 긍정 텍스트 확률 : 52.98%"
"[소화잘되요 고소하고 잘 녹아요 조금 게워낼 때도 냄새가 역하지 않더라구요 변이 이뻐요배드], 긍정 텍스트 확률 : 69.92%"
"[매일보던 변을 일에 한번 보내요 수저가 짧고 작아 분유에 숨어버려요 저희는 기존에 있던 남양분유 수저로 대체했어요 뚜껑이 분유통에 달려있는게 아니에요우유병사진보시면 아래가 압타밀 위가 카브리타인데 색이나 입자 차이가 좀 있어요개월된 둘째 애기 모유에서 분유로 갈아타려는 시점인데 우연히 산양분유 검색하다 카브리타 발견ㅋ 한국에는 안 파는걸로 알고 있었는데 쿠팡에서는 팔아서 신기하네요쿠팡이 참 이런거는 빠르고 좋은거 같아요 쿠팡홀릭 ㅋ암튼 모유에서 처음 분유로 갈아타는거라 울 애기한테 잘 맞을지는 모르겠지만 카브리타 분유 좋은걸 알기에 믿고 구매해요제품은 외국에서 본거랑 디자인은 쪼금 차이가 있는거 같고 성분 차이는 잘 모르겠네요 찾아보니 직수입 제품이 아니라 성분 차이는 있을것 같긴한데.. 그건 찾아봐야겠어요가격이 사악하긴한데 유명한 제품인까 비싼 값 할거라 믿어봅니다그런데 행사는 안하나요? 유통기한도 충분해서 행사할때 싸게 몇개 구매하고 싶네요이미지업로드 지속오류..? 출산.?꾸준히꾸준히 모유수유.?일일 지났고.?분유로분유로 슬슬 갈아타보려는.?아무거나아무거나 안됨.?폭풍검색폭풍검색 .?모유과모유과 비슷한 맛과 영양의 분유 찾던 차.?해당브랜드해당브랜드 접하게 된. .?장점이장점이 우두두두 쏟아지는 리뷰들..?거침없이거침없이 구매.?예쁜모습으로예쁜모습으로 로켓도착..?분말제품은분말제품은 조금의 짜부라짐도 제품상태를 가름함.?굳거나굳거나.?뭉치거나뭉치거나.?버러지가생기거나.버러지가생기거나..?이상무이상무 .?수시로수시로 젖을 물리던 육아.?아가는아가는 공갈젖꼭지도 빨지않는다.?당장은당장은 실패.?도통도통 물지않아.?모유를모유를 먹으니 밤새 꿀잠.긴잠. 불가한듯..?혼유를혼유를 꿈꾸며.?매일매일 시도 .?잘녹고.잘녹고..?정량정량 물 준비후.분유 투하.?첫째도첫째도 완모..?분유가분유가 원래 이런건지는 비교불가.먹어만 줘라 아가카브리타 산양분유가 한국에도 들어왔네요? 보니까 베비언스?라는 데에서 수입해오고 있는거같네용 미국에서 제가 모유가 안 나와서.. 모유랑 젤 비슷한게 산양분유라 하고 카브리타가 젤 유명하길래 먹이고 있었는데 한국에선 안 파는거 같길래 걱정했거든요 근데 미국서 사갖고온 카브리타가 다 떨어져가서 혹시나하고 검색해봤는데 팔길래 깜짝 놀랐어요 최근부터 팔기 시작했나봐요 저 막 미국사는 언니한테 배송해달라고 해야하나 하고있었는데 고생할 필요가 없어졌어요 🙂 국내에선 아직 카브리타 잘 알려지지 않은 거 같은데 미국에서는 대부분 맘들이 모유수유하는데 모유안나오면 엔파밀분유나 카브리타산양분유 많이들 먹여요 저는 산양분유가 모유랑 단백질구조가 젤비슷해서 소화잘된다고해서 엔파밀말구 카브리타 선택했고요 저희 아기는 단계부터 먹였는데 소화도 잘 시키고 쑥쑥 잘 크고있어요 미국에서도 검사해보면 같은월령중에서 키가 꽤 큰편으로 나와썽요 ㅋㅋ 암튼 카브리타가 수입돼서 다행이에요 다 먹으면 또 사러 올게요 이제 카브리타도 한국에서 손 쉽게 살수 있게 해준 베비언스 정말 감사감사 개월일 여아 단계에서 단계 분유 갈아타며 바꿔봤어요. 단계는 일 먹였는데], 긍정 텍스트 확률 : 50.65%"
"[많이 비싸기도 하고 단계로 넘어가면서 장염 걸렸다는 후기를 몇 개 봐서 바꿔야겠다는 생각이 확고해졌어요. 더욱이 신생아 때 소화 잘되는 분유라고 매 센서 ], 긍정 텍스트 확률 : 83.90%"
"[퓨어 갈아탔다가 아가가 응가도 못하고 얼굴 쌔빨개지며 눈물 흘리면서 방귀뀌고], 긍정 텍스트 확률 : 60.47%"
"[묽은 녹변 보고 소화 못시켜서 매번 토하고토하는 양도 횟수 많음 등등 고생시켜서 다른 제품으로 갈아타는데 정말정말정말 엄청 고민하고 많은 제품을 찾아봤어요. 그러다 카브리타를 알게 됐죠. 만약 신생아때 알았더라면 카브리타로 첨부터 먹였을거에요.. 뒤늦게 알게돼서 후회했네요 ㅠㅠ 암튼 분유 갈아타기에 성공한거 같아요. 아기가 거부감 없이 잘 먹어요. 분유마다 갈아타는 방법이 달라서 베비언스에 문의해보니 횟수가 아닌 비율로 아기가 적응할 수 있게 도와주라더라구요.갈아타고 적응하는데 일 소요했어요. 일차엔 기존 분유 카브리타일치엔 기존 분유 카브리타일차엔 기존 분유 카브리타일차엔 카브리타분유통을 열면 고소한 냄새가 나요. 입자가 새하얗고 정말 고와요. 일도 입자가 정말 곱거든요. 근데 일보다 입자가 훨씬 곱네요.미지근한 물도에도 잘 녹지만], 긍정 텍스트 확률 : 99.32%"
"[베비언스에 문의해보니], 긍정 텍스트 확률 : 53.32%"
"[도에 타고 있어요. 대체적으로 만족하면서 먹이고 있어요. 단계까지 쭈욱 먹일 수 있었으면 좋겠어요 단점 스푼과 용기스푼이 넘넘 작아요 ㅠㅠ 좀 컸으면 좋겠어요. 그리고 분유 속에 묻혀 있어서 찾기도 어렵고], 긍정 텍스트 확률 : 98.01%"
"[★지구 초특가 가격 지금이 기회★ ], 긍정 텍스트 확률 : 67.49%"
"[ 시밀락은 언제부터 먹일 수 있는거에요? 저도 짐 그공구 기다리며굿스타트를 어제 오늘 세번 먹였는데 설사와 기저귀 대폭발 했어요ㅠ 게다가 녹변 싸는거 첨이에요ㅠ액상은 그래도 잘 먹었어서 공구 올 때까지 액상먹여야하나 했는데... 말씀해주신거도전해볼까봐요ㅠ 변은 잘보고 있나요?], 긍정 텍스트 확률 : 99.76%"
"[라고 되있네요 똥상태가 최고는 아니지만 ㅠㅠ 그래도 일반 앤파밀 시밀락보다는 나은거 같아요 ], 긍정 텍스트 확률 : 74.50%"
"[포돌맘도전해봐야겠어요ㅠ 감사합니다.어여 힙 공구가 왔음 좋겠네요], 긍정 텍스트 확률 : 91.00%"
"[유유넵 글게요 ㅠ], 긍정 텍스트 확률 : 73.81%"
"[저희 아들 니큐에 있는 동안 병원에서 저거 먹였어요. 퇴원 후에 수유하면서 더이상 안 먹였지만요..], 긍정 텍스트 확률 : 59.74%"
"[저는 병원에서 노랑이 받았는데 신생아때 집에와선 뉴본으로 달 먹이고 바로 노랑이로 갈아탔는데 아기 응아도 문제없었어요ㅎㅎㅎ], 긍정 텍스트 확률 : 67.61%"
"[ 본문에 이른둥이 드림이라고 명시해주시면 좋아요. 안그러면 예비맘님들이 모르시고 막 저요 저요 하는 경우가 많더라구요.글고 이른둥이방 드림은 보통 댓글 보시고 가장 필요한 분께 드리는데 받으실 분 선정은 맘님께서 마음대로 하시면 되어요넘 멋지세요맘님], 긍정 텍스트 확률 : 95.01%"
"[우주대통령글고 선정하실 때 이른둥이 맘이신지 한번 살펴보시면 좋아요드림 대성공할거 같아요ㅎ], 긍정 텍스트 확률 : 95.15%"
"[드림하실분 선정되시면 제목에 누구누구님 완료라고 덧붙여주세요이른둥이 드림 잘 되었으면 하는 맘에 말이 많아졌네요.ㅎ], 긍정 텍스트 확률 : 98.29%"
"[상상맘헤헷 감사합니다 맘님 덕분에 필요한 맘님께 드림이 잘 이루어진것 같아요], 긍정 텍스트 확률 : 98.09%"
"[미녀님 대박 멋집니다 저도 번이나 이른둥이를 낳았던 엄마로써응원합니다♡ 아기둥이들 이쁘게 키우세요], 긍정 텍스트 확률 : 84.30%"
"[잘 몰라서 여쭤봐요 이른둥이는 엔파밀 꼭 준비해야 하는건가요?일날 아가 낳아서 중환자실에 있는데 미리 준비해야 하나 하구요 따뜻한 드림 응원합니다 ], 긍정 텍스트 확률 : 76.69%"
"[엔파밀은 모유강화제로 모유먹는 아가가 먹는건데요. 모유가 소화에 좋지만 분유보단 영양이 부족하다고해서 모유에 섞어서 먹는거에요. 모유를 계속 먹이실수있고], 긍정 텍스트 확률 : 62.11%"
"[ 그렇군요 천천히 바꿔야겠어요. 댓 감사해요 ], 긍정 텍스트 확률 : 53.72%"
"[묽은 변 보면 놀래지 말아야겠어요. 변도 나중에 바뀌군요. 댓 감사합니다], 긍정 텍스트 확률 : 88.08%"
"[아 그렇군요.. 호전되고 나면 독일껄로 사먹여 봐야겠어요 염려와 위로 감사해용], 긍정 텍스트 확률 : 79.58%"
"[엔파밀먹고 그리니쉬 한 컬러 변에 이틀에 한번.. 힘들어 하고그랬는데 힙 독일꺼 먹이고 황금색에 매일매일 너무 잘.... 전 힙 찬양 중이었는데 ㅠㅠ 아가가 힘들어해서 엄마도 넘 힘드시겠어요 ㅠㅜㅜㅜ 분유도 아이마다 다 맞는게 다른가봐요 ㅠ], 긍정 텍스트 확률 : 84.09%"
"[그러게요 그런가봐요 ㅠㅠ 독일힙이 혹시나 좀 다를까 싶어 마지막으로 도전해보고 안되면 다시 유목민의 길로 접어야 하나봐요..ㅠㅠ], 긍정 텍스트 확률 : 80.55%"
"[슈가맘아이고 저도 지금 분유 주문하려고 보니까 저는 꺼 먹이고 있었네여], 긍정 텍스트 확률 : 92.34%"
"[창창창것도 있군요.. 힙이 공장이 많나봐요 ㅎㅎ], 긍정 텍스트 확률 : 79.79%"
"[주소기준으로 한번만 오나봐요ㅠㅠ 회원가입쉬우니 한번더 해봐야겠어요ㅎㅎ 분유샘플주는곳이 많지않아서ㅠㅠ소아과갈때 물어봐야겠네요 감사합니다], 긍정 텍스트 확률 : 99.41%"
"[멜 주소가아니라 주소가 같음 한번만 오는듯해요 저도 남편 등록 시켰는데.. 주소가 같으니 안왔어요ㅠㅠ울 이모님 댁 주소로도 신청했는데. 거기는 왔더라구요.캘리댁맘 글대로 저도 소아과에서 오히려 더 많이 받았네요.. 샘플 페케지 하나 더 주면 안돼? 라고 했더니.. 두 페케지 챙겨줬어요. 총 페케지], 긍정 텍스트 확률 : 61.02%"
"[주소가같아도 한사람은 이사갔다생각하고 두번다올줄알았는데 아닌가봐요ㅠㅠㅋㅋ 오히려 소아과에서 받는게 낫겟어요 나중에 소아과가면 물어봐야겠네요감사합니다], 긍정 텍스트 확률 : 57.48%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[갤 아가랑 다담주 떠나는데], 긍정 텍스트 확률 : 85.14%"
"[팁 감사해요 ], 긍정 텍스트 확률 : 84.51%"
"[정보감사합니다], 긍정 텍스트 확률 : 84.51%"
"[안그래도 아기랑 가서 걱정이 많은데 꿀팁 감사해요], 긍정 텍스트 확률 : 82.89%"
"[전 제균티슈 추천해요식당에서 아기의자에 앉힐때 유용했어요상비약은 감기약 해열제 말고 복통약등도 꼭 챙기시길저희아가 탈났거든요 ㅜㅜ분유는 번거로워도 꼭 먹던걸로저좀 편하자고 베비언스 액상 며칠전부터 적응시키고 잘먹길래 캐리어에 바리바리 싸서 왔는데 와서 탈이나서인지 베비언스만 먹으면 분수토했어요 ㅜㅜ.... 혹시나해서 몇개가져온 스틱븐유로 연명했어요.. 액상무게며 부피 생각하면 그냥 스틱분유 가져오는게 나은듯해여], 긍정 텍스트 확률 : 72.27%"
"[ ㅋㅋㅋ이 글 읽으니 아기 낳던 그날이 떠오르네요.. ㅋㅋ 진짜 너무 아파서 어떻게 사람이 이렇게 까지 아플 수 있을까 싶었는데 ㅋㅋ 글 재밌게 읽고가요 ㅎ], 긍정 텍스트 확률 : 99.43%"
"[ㅎㅎㅎㅎㅎ 근데 전 그게 기억이 또 안 나네요.. 분명 남편한테 승질 엄청 냈는데 ㅋㅋ 이래서 다들 둘째 낳나봐요], 긍정 텍스트 확률 : 96.91%"
"[월에 애기낳았는데 글을 넘 잘쓰셔서 그날 아팠엌 기억이 떠올라요 ㅋㅋㅋ출산 축하드려요], 긍정 텍스트 확률 : 87.93%"
"[감사합니다 복순맘님도 축하드려요 백일 좀 넘었겠네요.], 긍정 텍스트 확률 : 99.00%"
"[너무 잘 봤습니다. 저도 얼마 남지 않은 첫 출산이라 그런 지 벌써 떨리네요], 긍정 텍스트 확률 : 71.98%"
"[ㅎㅎㅎ 저도 읽다보니 제 출산이 생각나네요 생생한글 감사합니다 이제 곧 일이실텐데 기적의 일이 되시길 바래용], 긍정 텍스트 확률 : 96.73%"
"[ㅋㅋ 감사합니다 다만 저희 아가는 지금 일이에요. 일 전에 기적이 왔는데 왔다 다시 갔나봐요 ㅋㅋ], 긍정 텍스트 확률 : 97.05%"
"[이제 달 정도 남아서 이래저래 걱정이 많았는데도움이 많이 됐어요정말 잘 읽었습니다], 긍정 텍스트 확률 : 55.66%"
"[마음 편히 가지세요 생각보다 할만 했어요. 요구하고 싶은 것 요구하시고 말하고 싶은 거 다 말씀하세요 안 그럼 모르더라고요.], 긍정 텍스트 확률 : 53.43%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[ 저도 지금 쉐라톤이예요ㅋㅋ다행히 벌레 안나오고 깨끗한거같애요 저흰 박짼데 생수 개 더 주시던데요ㅜㅜ 칫솔 넘 쎄서 잇몸에서 피가...ㅋㅋ], 긍정 텍스트 확률 : 72.69%"
"[글쿤요 남은 일정 잘보내세용], 긍정 텍스트 확률 : 91.46%"
"[켄우드껀데 물끓는시간 오래걸리고 플라스틱이라 환경호르몬 걱정되긴하지만ㅠ 여행갈때마다 잘쓰고있어요ㅎㅎ 잘다녀오세요], 긍정 텍스트 확률 : 93.24%"
"[개월 아가 데리고 일욜 출국인데 용기 얻습니다 ], 긍정 텍스트 확률 : 50.29%"
"[홧팅이요 준비잘하셔서 좋은 추억만들고 오세요], 긍정 텍스트 확률 : 97.50%"
"[날씨 대박이네요..], 긍정 텍스트 확률 : 95.57%"
"[후기 김사합니다 저희는 제휴업체라서 토마토 해도 되용 ㅎ], 긍정 텍스트 확률 : 52.43%"
"[ 분유는 들고오던지. 인터넷으로 친정집으로 주문을하는게 나을것 같구요. 택시에 카시트장착 안해줘요. 아기띠로 안고 타셔야할거에요친정이 평지인지 아닌지 모르지만 유모차는 평지에 사시는분들은 아기띠보다 잘끌고 다녀요. 지하철마다 엘레베이터도있으니까요. 수유실 구비된곳이 백화점. 대형마트말고는 보통 없어요ㅠ 식당이나 커피숍에서 보통 구석에 앉아서 기저귀 후다닥갈고 기저귀 냄배방지 비닐을 저는 들고다녀서 거비에 넣어 화장실 쓰레기통에 버렸어요. 와이파이는 보통 다 연결 아이디와 비밀번호 적어놓고 커피숍이나 식당에서도 연결잘되요. 급한거 아닌이상괜찮으실것같아요], 긍정 텍스트 확률 : 57.99%"
"[감사합니다 ㅜㅜ 한국에도 엔파밀 파는지 모르겠네요 ㅠㅠ 카시트 장착 안해준다니 걱정이 많이 되네요 아직 애기가 개월이라 ㅠㅠ 한번도 안고 타본적이 없는데 ㅠㅠ 친정집이 아파트인데 언덕이에요 유모차 끌고 다닐 수 있을지 모르겠네요 한국도 안간지 년이라고 기억이 가물가물 하고 ㅜㅜ 그리던 고국방문인데도 불편한것만 먼저 생각나네요 감사합니다], 긍정 텍스트 확률 : 99.81%"
"[감사합니다. 분유는 들고 가는 걸로 결정 햇어요 ㅠㅠ], 긍정 텍스트 확률 : 86.67%"
"[택배 보내면 ㅠㅠ 아마 택배비만 달러 넘을거에여 ㅠㅠ 여기 택배비가ㅜ비싸서요 들고 가는 수 밖에 없어요 ㅠㅠ], 긍정 텍스트 확률 : 91.85%"
"[갤이면 유모차보다 아기띠가 나을것같기도해요저는 와이파이존이 많이없다느꼈는데 다른분들은 잘된다하시네용택시는 카시트장착안해주구요백화점같은데는 유모차 대여해줘요기저귀갈이대는 윗분들말처럼 백화점이나 대형마트 큰프렌차이즈식당 요런곳밖에...... 그래서 외출에 제한이 좀 있어요ㅜ], 긍정 텍스트 확률 : 92.05%"
"[여기선 신생아 때 부터 유모차만 태워서요 ㅠㅠ 아기띠는 집에서 재울 때ㅜ말고는 안 써봤어여 기저귀 가방 까지 있으니 유모차 차에 싣고 가방만 들고 다니거든요 ㅠㅠ 아기띠 외출 힘들겠네요 ㅠㅠ 감사해요.], 긍정 텍스트 확률 : 89.96%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[ 포대기 안전벨트 굿], 긍정 텍스트 확률 : 92.78%"
"[역시 엄마들 대단하십니다 ㅎㅎ아빠들은 애둘델꼬는 못갈듯요 ], 긍정 텍스트 확률 : 88.93%"
"[저도 월에 마라바고 가는데요 벌써부터 기대만빵이에요], 긍정 텍스트 확률 : 97.19%"
"[혀니유니전 월일에 가요], 긍정 텍스트 확률 : 54.04%"
"[아빠없이 용감하세요. 전 셋이라 엄두도 못 낼 일이네요 ㅠㅠ이번에 신랑이라 다녀와보고 용기를 내봐야겠네요], 긍정 텍스트 확률 : 93.68%"
"[오호 이거보니 월달도 진마켓 끊을걸하고 후회되네요ㅠㅠㅋㅋㅋㅋ신랑이랑 담달에 시부모님 모시고 다같이가는데 ㅎㅎ 아 기대되네요근데 사진에 있는건 애기비타민인가요?개월아가가 먹을수있는거에요?], 긍정 텍스트 확률 : 64.61%"
"[ 수유는 아주머니가 권하는 방법이 맞는듯 합니다 아직 엄마 젖이 부족하니 분유로 보충하면서 아이 뱃고래를 늘려가야해요 한국 조리원에서도 엄마 모유분유 보충이 기본입니다시간이 지나면 엄마젖도 늘어서 아이와 맞춰지실꺼에요. 애가 잘먹어야 배불러서 잠도잘자고 쑥쑥 큰답니다], 긍정 텍스트 확률 : 98.42%"
"[네에 제가 너무 욕심부렸었나봐요ㅠ 그래도 오늘 완전 쥐어짜서 온스까지 나왔네요 말씀 감사드립니다ㅠ], 긍정 텍스트 확률 : 83.18%"
"[네 스트레스가 적인거 같네요 안나온다고 못자고 그럼 더 안나오고 악순환인거 같아요ㅠ 좋은 말씀 감사드립니다], 긍정 텍스트 확률 : 60.05%"
"[병원서도 조리원서도 분유보충 충분히 해요.. 일주일이면 당연히 젖이 충분하지 않은데 굶길 수 없잖아요.. 직수 후 충분히 한번에 먹이시고 토하거나 소화 못 시키지 않음 괜찮아요.. 근데 찬건 좀 그러니 데우는 방법을 자세히 알려주세요. 그러면 좀 잘 잘거고.. 재우는 방식도 바뀌시겠죠. 너무 자주 깨서 어떻게든 재우시는라 그러지 않을까 싶어요.. 그리고 조리원이든 산후도우미든 한국에서도 전적으로 맡기면 내 맘처럼 잘 안되요.. 최대한 빨리 회복하시고 함께 붙어서 확인하시는게 젤 좋으실듯 하네요. 힘내세요], 긍정 텍스트 확률 : 90.93%"
"[네에 제맘처럼 안되는게 큰 원인이었네요 마음의 화를 잘 다스려야 되는데ㅠ 그래도 걱정해주신 덕분에 온스나 유축했습니다 좀씀 페이스 맞출 수 있을꺼같아요 감사드립니다], 긍정 텍스트 확률 : 97.98%"
"[네에 이것저것 찾아봐도 팔베개에 대해선 크게 문제되지 않는다고는 하네요ㅠ 핸드폰 보시는건 아무래도 수유 잘되고 자는시간 많아지면 좋아지시겠죠? 잘 말씀드리겠습니다 신경써주셔서 감사드려요], 긍정 텍스트 확률 : 97.97%"
"[이름도 참 끼리끼리네요 밤톨이님두 수고많으셨어요 오랜만에 분노가 들끓다가 아들보고 힐링중요ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 94.76%"
"[저는 이제 점점 출산의 공포가 밀려오는데 ㅠㅠ 동영상도 못보겠어요 ㅎㅎ 그 보셨다던 동영상 힘을 안주면 아기가 힘들다는.. 그건 뭔가요? 글고 양수가 터지거나 진통이 시작됬거나 출산의 징조가 왔을때 얼마나 진통을 할지 모르니 음식을 먹어야할텐데 얼마나 먹고가야하는지 넘 조금먹고가면 진통하다가 힘빠질까 걱정이고 넘 많이먹고가면 출산시 실수할까 걱정이네요 ㅎㅎ 선배님이 속시원히 알려주세요], 긍정 텍스트 확률 : 99.98%"
"[ 힙 분유 파는곳 토론토에 있어요. 저도 울아기 힙 개월까지 먹였어요. 한통 불조금넘고 쉬핑 불좀넘어요], 긍정 텍스트 확률 : 91.34%"
"[도로맘페북만 보고는 주문하고 싶은 마음이 좀.. ㅠㅠ 그래도 다른방법이 없었다면 이분에게 결국 주문했을듯요 ㅎㅎ 한국맘들은 독일힙보다 오스트리아 힙 많이들 먹인다고 하길래 저도 따라서 오스트리아에서 주문해 봤어요ㅎㅎ], 긍정 텍스트 확률 : 99.82%"
"[이쁜이엄마온라인이요], 긍정 텍스트 확률 : 68.07%"
"[슈가맘아 ㅎㅎ 네], 긍정 텍스트 확률 : 94.86%"
"[ 셋다 구입해서 먹여봤어요 ㅎㅎ 배송은 랑 이 제일 빠르고 가격은이 젤 싼데 영국에서 직접오는거라 좀 걸렸어요 미리미리 주문하면 괜찮은거 같아요], 긍정 텍스트 확률 : 73.64%"
"[ 유용한 정보 감사합니다], 긍정 텍스트 확률 : 84.51%"
"[맘별말씀을요 댓글 감사해요 ], 긍정 텍스트 확률 : 94.91%"
"[저희 아이들은 이미 다 컸지만 세세한 정보 감사드려요. 장기로 가시는 아기엄마들에게 유익한 정보 같아요.], 긍정 텍스트 확률 : 67.51%"
"[맘댓글 감사합니다 그랬으면 좋겠어요좋은하루 되세요], 긍정 텍스트 확률 : 93.47%"
"[정보 감사합니다현재아기가개월 입니다여행시 이유식이 걱정입니다이유식은 어떻게 해야하나요?], 긍정 텍스트 확률 : 90.74%"
"[맘초기 이유식 할 때가 제일 편하죠 시중에 나와있는 동결건조 제품이나 스틱제품 같은 거 많으니 한국에서 가져오시는 게 제일 좋은 것 같아요 전기팟 전기포트 주전자말고 라면 끓여먹을 수 있는 전기냄비있죠 가져오셔도 좋을 것 같고요 몰에가도 유리병 이유식이나 과일퓨레 같은 건 쉽게 구매하실 수 있으니 필요하시면 추가 구매하시면 될 것 같네요], 긍정 텍스트 확률 : 97.86%"
"[네 ㅎ 감사합니다], 긍정 텍스트 확률 : 94.73%"
"[유익한 정보감사해요], 긍정 텍스트 확률 : 84.51%"
"[네 구독 감사드려요 ], 긍정 텍스트 확률 : 66.13%"
"[기저귀에 대한 정보 잘 봤습니다. 아기가 개월이라 기저귀를 쓰는데], 긍정 텍스트 확률 : 68.91%"
"[ 저두 지금 분유알러지 때문에 알아보고 있는데 캐나다뉴트라미젠싸이트에서 번역해서 보니아미노산 분유라고 나오세요 우리나라치면 네오게이트분유랑 비슷한것 같은데 정확히는모르겠네요 저두 번역해서 본거라 캐나다엠파밀싸이트 찾아서 확인해보세요], 긍정 텍스트 확률 : 85.56%"
"[저는 첫째 엔파밀만 먹였고 둘째 태어나고 엔파밀 먹이다가 코슷코 분유 괜찮다는 말 듣고 노란통으로 바꿨어요일단 가격이 월등히 싼데비해 성분 상으론 다 비슷비슷하더라구요 ㅎㅎ그런데 엔파밀 보다 안녹긴 해요 ㅠㅠ 애가 먹다가 안나온다고 집어 던지곤 해요 ㅋ 그래서 일단 좀 뜨겁다 싶을정도로 타고 참물 좀더 섞어요코슷코는 뭐든 믿고 살만 한듯.....보라색은 애기 설사 할때만 먹여봤구요....], 긍정 텍스트 확률 : 61.18%"
"[노랑만 유일하게 변이 좀 묽어요 근데 좀 더 지켜보려고 계속 먹이고 있어요 ㅋ], 긍정 텍스트 확률 : 66.44%"
"[저희 아기 지금 그거 먹이고있는데 잘 맞더라고요. 변도 좋고], 긍정 텍스트 확률 : 87.64%"
"[저도 첫째는 엔파밀 액상먹이다가 둘째도 처음엔 엔파밀 액상 먹였는데 분유값이 너무 올라서 헉하더라구요. 그러던 중 아는 언니로 부터 추천받아서 코스코 노랑색분유 먹이는데 아무탈없고 잘먹고 소화잘시키고 너무 만족해요. 보라색은 먹여본적 없어서 모르겠는데 노랑색은 잘 안녹눈다고 생각 든적이 없어요], 긍정 텍스트 확률 : 55.76%"
"[ 앗 내심 기다리고 있었는데.. 감사합니다아기 많이 컸겠어요 사진도 보고싶어요 제가 톡으로 연락 드릴께요], 긍정 텍스트 확률 : 98.78%"
"[ 유용한 정보 잘 보고갑니다], 긍정 텍스트 확률 : 52.01%"
"[정보잘보고 갑니다], 긍정 텍스트 확률 : 75.92%"
"[정말 유용한 정보이네요...출산용품은 코자니 쇼핑몰도 할인해서 좋아요..], 긍정 텍스트 확률 : 82.54%"
"[필요했었는데 감사합니다], 긍정 텍스트 확률 : 92.95%"
"[정말 감사한 내용이네요 감사합니다], 긍정 텍스트 확률 : 97.83%"
"[좋은정보감사합니다], 긍정 텍스트 확률 : 95.26%"
