"[ 갈리아 분유 먹여보신분들 있나요? 출산준비로 분유좀 사놓으려는데 갈리아에 대한 후기가 없네용..ㅎㅎ ], 긍정 텍스트 확률 : 73.90%"
"[ 안전바를 하도 먹어대서 커버를 주문해 보았다.포인트도 되고 그럭저럭 괜찮음. ], 긍정 텍스트 확률 : 74.03%"
"[ 생각보다 크기가 커서 비교해 봄.하긴 휴대용은 큰 애들도 타는 건데 작으면 안 되지..ㅋㅋ이후 와이업을 두세번 더 사용 후 바로 처분하고잉글레시나 트릴로지를 휴대용처럼 개월 쓰다가또 처분하고 마운틴버기 나노를 아주 오랫동안 잘 쓰고 있다개인적으로 와이업 제품은 음...잉트도 음... ], 긍정 텍스트 확률 : 80.71%"
"[ 다람쥐마트에서 사 본 이유식용 고기.한살림것보다 당 천원 더 비싼데믿음이 가서 시켜 봄.소분되어 있어서 사용하기 굉장히 편하다. ], 긍정 텍스트 확률 : 97.14%"
"[ 요즘 밥솥이유식 재미에 푹 빠져있어서언제 한 번 과정샷 찍어야지 했는데미루고 미루다 알록달록 내가 먹어도 맛있던 그 이유식이 아닌애기 설사방지용 소고기죽을 찍었네.슬프다...언제 따로 포스팅 해야징. ], 긍정 텍스트 확률 : 87.41%"
"[ 애기 설사하는 몇주간은달력사진은 꿈도 못 꿈.어떻게 살았는지 기억도 잘 안나고왼팔의 통증만이 남았다..이눔지지배 이젠 세면대위에서도 발버둥 ㅜㅜ ], 긍정 텍스트 확률 : 96.27%"
"[ 가만히 있으려니 힘들지 우리애기 ㅜㅜ웃기면서도 맘이 아프다.언제쯤 차 타는 걸 좋아하게 될까.애기가 벌써 개월.우리애기한테 개월 개월은 오지 않을 것만 같았는데시간 참 빠르다. 이제 곧 돌이네..현재 개월차 발달상황엄마 맘마 아빠뭔 말인지 알고 하는지 모르고 하는지..중얼중얼 옹알옹알며칠전부터 붕어처럼 입을 뻐끔뻐끔뻐끔거릴 때 살짝 뽁뽁 나는 소리가 재미있나보다.러닝홈 창문 올리고 내리기 우편함 열고 닫기불켜고 끄기 완벽 습득초인종 문열기는 워낙 기본이니.가끔 일어서서 숫자판 돌림.집어던지기물건을 집어 던지며 매우 즐거워 해서 매일 하는 놀이휴지뽑기 놀이애기거는 먼지 안날리는 비싼 휴진데ㅋㅋ그까이거 얼마하냐 싶어서 맘껏 놀게 해줌.지켜보고 앉아서 못 먹게 하는 게 관건.덩실덩실 춤추기기분이 좋으면 양팔을 들고 얼쑤 흔들어 댐.신나는 노래엔 엉덩이도 들썩들썩짝짜꿍 랜덤. 요즘은 안 함.떼쓰는 건 거의 없다고 봐도 될듯..아주 가끔 뺏으면 울 때가 있긴 한데정말 아주 가끔일어서기소파 옆 스툴에 이것저것 놓아뒀더니거기에 매일 붙박이고 서 있음침대 가드에도 항상 붙박이내가 서 있으면 나를 잡고 일어선다.싱크대에서 뭘 하고 있는데 내뒤에 와서 나를 잡고 서 버리면 난감..배밀이], 긍정 텍스트 확률 : 70.39%"
"[옷입고 .아랫니 두개가 귀엽게 나 있음 ], 긍정 텍스트 확률 : 70.76%"
"[체계적으로 정립함에 있어서 기독교신학의 위대함을 철학사상을대비시켜서 증명하는 동시에 헬라 철학적 용어들과 학문적 원리들과 방법들을 통하여 기독교신학을 정립하기 위함이었다. 그러나 당시의 기독교지도자들은 헬라어], 긍정 텍스트 확률 : 56.46%"
"[헬라문화를 들어 쓰시는 하나님의 섭리를 알지 못했고 기독교신학이 헬라철학보다 우선함도 알지 못했다. 특히 안디옥], 긍정 텍스트 확률 : 54.32%"
"[ 알렉산드리아로 대표되는 동부 기독교 지도자들은 오랫동안 전통적으로 계승되어온 헬라문화와 헬라철학에 젖어 있었다. 그들은 특히 쏘크라테스], 긍정 텍스트 확률 : 63.10%"
"[아리스토텔레스 등등의 사상과 학문에 대한 자부심과 긍지가 대단했다. 때문에 그들은 헬라철학으로 기독교 신학을 변증하고 정리하지 않고반대로 기독교신학으로 헬라철학을 정리하고 변증하였다. 때문에 초기 신약기독교는 여러 영역에서 헬라철학과 충돌했다.굴림.기독교신학에 영향을 준 고대철학.굴림우리는 여기에서 초기 기독교신학의 흐름을 이해하기 위하여 초기 기독교신학에 막대한 영향을 준 서양학문의 원조元祖인 고대그리스철학을 잠시 살펴본다.굴림서양학문의 출발.굴림서양학문은 철학으로부터 출발되었고 철학의 출발은 그리스의 고대 도시국가인 밀레토스라는항구도시港口都市를 통하여 시작되었다. 밀레토스는 아테네로부터 에게해海를 건너 소아시아의 이오니아 서쪽해변사모스섬 남쪽에 위치한 항구도시였다. 현재의 유적은 해안선에서떨어진 내륙에 있으나 고대에는마이안도르스강江이 흘러들어가는 만내灣內에 돌출한 곶串에 건설된 항구도시였다. 고대그리스의 시인이며오딧세이아의 저자인 호메로스는 밀레토스를 갈리아인人의 도시라고 했으며 미케네시대에는 상업도시로서 크게 번성하였다...년경의 밀레토스는 도시국가의 이념과 해상교역을 대표하는 훌륭한 도시국가로서 고대그리스의 낭만적 문화와 경제적 풍요를 함께 누렸던아름다운 곳이었다. 밀레토스는 ..세기 경에 이르러 동東지중해와 흑해 연안에 약여 개 이상의 식민도시들을 건설하였으며이집트의 나일], 긍정 텍스트 확률 : 95.18%"
"[유산과 문화와 전통들을 도입시켰고 이로서 전혀 새로운 세계에 대한 지식들이 날마다 전달되었다.때문에 새로운 것을 추구하는 사람들과 부유하면서 시간이 남아돌았던 지식인들이 밀레토스에 모여 들었다. 그리하여 밀레토스는 항상 분주하고 변화는가운데 계속하여 발전했다. 밀레토스의 이러한 지리적], 긍정 텍스트 확률 : 87.18%"
"[역할 속에서 철학이라는 새로운 영역이 탄생하고 발전했다. 굴림굴림특히 올림푸스산을배경으로 하는 호메로스의 서사시들은 신적 존재에 대한 무한한 세계를 인간들에게 고지했고 이에 영향 받은 밀레토스인들은 신과 인간의 역사적 교류를자신들의 지적 상상력을 총동원하여 나타내는 일을 하나의 운명적 사명으로까지 인식했다. 그리하여 훗날 역사가들이이오니아자연철학이라는 명칭을 부여했던 철학세계가 탄생되었고 탈레스], 긍정 텍스트 확률 : 89.40%"
"[아낙시메네스 등등을 주축으로 하는 소피스트들의집단인밀레토스학파이오니아학파가 결성되었다. 그리고 밀레토스학파의 뒤를 이어 피타고라스학파], 긍정 텍스트 확률 : 64.23%"
"[ 아리스토텔레스학파 등등의 거장巨長들을 중심으로 하는 학파들이 나타나 각종 영역의 학문세계를 발전시켜 나갔다.굴림고대의 철학자들.굴림우리는 여기에서 고대의 철학자들 중에 초기 기독교신학에 많은 영향을 준 몇몇 철학자들을 살펴보기로 한다.굴림쏘크라테스굴림수많은 명문학파들과 위대한 철학자들을 배출한 헬라철학은 특히 소크라테스에 이르러 절정을 이루었다. 쏘크라테스는 ..년에 아테네에서출생했다. 쏘크라테스의 용모는 심히 불규칙하여 보는 이들을 긴장시켰으나 그와 대화를 나눈 사람은 한결같이 그에게 매료되었다. 쏘크라테스의 젊은시절에 대해서는 많이 알려져 있지 않으나 그는 이미 청년시절부터 대단한 천재로 각광받았다. 당시의 사람들은 쏘크라테스를 쏘피스트들 중의 하나로생각했다. 그러나 쏘크라테스는 쏘피스트들을 날카롭게 비판하는 비평가로 더 잘 알려져 있다. 쏘크라테스는 많은 사람들과 끊임없는 문답을 했기때문에문답자 쏘크라테스라고 불리었으며 그의 문답법을쏘크라테스 문답법이라고 한다. 반면에 그는 언제나인간은아직도 그것을 모른다라는 결론을 내리어 상대 문답자가 자신의 무지를 스스로 인정하게 했다. 굴림굴림쏘크라테스의문답론을무지론이라고하며 그의너 자신을 알라는 유명한 격언으로 전해진다. 쏘크라테스는 문답자들에게 자신의 무지를깨닫고 항상 노력하고 발전하라는 의미에서무지론을 전개했다. 그러나 상대 문답자들은 나중에쏘크라테스는 그것을 알고있었다라는 것을 깨닫게 되어 쏘크라테스의 음흉한 농간에 조롱당했다고 분노하였고 쏘크라테스는회의론 자파괴론자패배론 자등등의 오명을 받았다. 그리고 그것이 빌미가 되어 결국은 고발당하여 재판정에서 사형언도를 받고처형되었다.굴림쏘크라테스는 단 한권의 저서도 저술하지 않았다. 쏘크라테스에 대한 모든 자료는 그의 측근들과 추종자들에 의하여 전승되었기 때문에 그의사상에 대한 여러 가지 설이 전승되어 과연 어떤 것이 진실인가 하는 문제가 제기되었고 역사가들은 그것을쏘크라테스 문제라고 했다.역사가들은 쏘크라테스의 제자 중 가장 걸출한 제자였던 플라톤의 기록을 토대로 하여 쏘크라테스를 이해한다. 따라서 우리도 플라톤을 통하여 정립된쏘크라테스의 사상을 그대로 접수한다. 쏘크라테스의 사상은 곧 플라톤의 사상이므로 이 문제는 플라톤의 사상을 통하여 소개한다.굴림플라톤굴림쏘크라테스의 사상은 플라톤에 의하여 집대성되었고 발전되었다. 쏘크라테스와 플라톤의 철학사상은 우주], 긍정 텍스트 확률 : 100.00%"
"[ 역사 등등의 다양한 차원에서 역대 소피스트들의 사상을 폭넓게 초월하였다. 때문에 그들의 철학사상은 오랫동안 헬라 철학자들의 사상으로 전승되어졌고소위 지식인들을 자처하는 자들은 스스로자신들을쏘피스트쏘크라테스주의플라톤주의신플라톤주의등등으로 자처하면서 종교], 긍정 텍스트 확률 : 92.03%"
"[ 예술 등등의 각종 영역들을 섭렵하고 호령했다.굴림①플라톤의 생애.굴림플라톤은..년에 고대의 도시국가였던 아테네의 저명한 귀족가문에서 출생했다. 이때에 장차 그의 스승이었던 소크라테스는세였고 아테네는 밀레토스학파의 영향을 받은 소피스트들의 다양한 영역적 활동 속에서 문화적], 긍정 텍스트 확률 : 93.78%"
"[예술적 번영을 크게 누리고 있었다. 그의 부친은어린 플라톤에게 가문의 혈통을 고대 아테네의 왕족이라고 가르쳤으며 더욱 거슬러 올라가 바다의 신인 포세이돈이라고했다. 플라톤의 모친은 페릭티오네스였는데 그의 오빠인 카르미데스와 사촌인크리티아스는 ..년에 있었던 페로폰네소스전쟁에서 아테네가 몰락한 후 단 기간 동안아테네를 이끌었던 과도적 정치체제의 지도자들이었다. 굴림굴림플라톤의 부친은 플라톤이 아직 어렸을 때에 사망했고 그의 모친은 남편이 사망한 후 당시의저명인사였던 페리클레스의 친구], 긍정 텍스트 확률 : 99.55%"
"[피릴람페스와 재혼했다. 본래 귀족 가문출신이었던 플라톤 가문은 그의 모친이귀족들과 결혼을 통한 연합을 이루는 가운데 아테네의 저명인사 가 문으로 인정받게 되었고 이러한 분위기 속에서 자라난 플라톤은 어린시절부터 예술], 긍정 텍스트 확률 : 96.33%"
"[문화 등등에 관한 소피스트들의 철학사상을 두루 섭렵했다. 플라톤은 펠로폰네소스전쟁과 그의 스승이었던 쏘크라테스의 죽음을 통하여 자기나름대로의 정치적인 사상을 수립하였다. 플라톤은 이때에 민주주의 정치체제는 위대한 정치적 지도자들을 배출할 수 없는 반면에 오히려 쏘크라테스와같은 위대한 인물들을 죽일 수도 있다는 것을 깨달았다. 굴림굴림플라톤은 아테네의 붕괴와 쏘크라테스의 사형집행 과정을 통하여 민주주의 정치 체제에 대하여크게 실망하였다. 때문에 그는 권위와 지식이 적절하게 조화를 이룬 정치 지도자에 대한 구상을 하게 되었다. 플라톤은 그러한 정치지도자상像을 배乘를 통하여 정립했다. 그는 국가는 하나의 배로 비유할 수 있으며 배가 경험과 지식을 갖춘 권위적선장에 의하여 운항되어야 하듯이 국가도 정치에 대한 충분한 경험과 지식을 갖춘 권위적 통치자에 의하여 운영되어야 한다고 생각했다. 플라톤은아테네에 만연하였던 다양한 형태의 철학들에 대해서 상세하게 알고 있었다. 그러나 플라톤의 철학사상을 형성하는데 가장 큰 영향을 준 것은쏘크라테스의 철학적 가르침과 그의 철학적 삶이었다. 플라톤은 어릴 때부터 쏘크라테스의 지도를 받았기 때문에 그의 사상과 삶의 유형은 거의쏘크라테스의 것과 같았다. 굴림플라톤의 철학사상은 쏘크라테스가 그랬던 것과 마찬가지로 하나의 전문화 된 기술적 행동이 아니라 삶의 방식 그자체였다. 굴림굴림철학은 과학과 인간행동의 영역에 공히 적용되기 때문에 철학을 하기 위해서는 지적 능력뿐만 아니라 도덕적 품성도 요구된다는 것이플라톤의 철학 사상이었다. 플라톤에게 있어서 모든 지식의 분야分野들이 추구하고 목적하는 궁극적인 사명은 인간들로 하여금 우주의전체적인 체계와 조화되는 방식을 이해할 수 있도록 해주는 것이었다. 인간들은 스스로 노력하면서 철학적인 삶을 정열적으로 사는 가운데 철학에내포된 각종 영역적 지식들을 이해하고 깨닫고 적용하면서 우주 전체적인 영역에 자신을 적용시키는 궁극적인 목적을 달성하게 된다는 것이다.쏘크라테스와 마찬가지로 플라톤 역시 자신이 완전한 지식이나 절대적 진리를 발견했다고 자부하지 않았다. 그는 인간이 지식적 존재가 되는 확실한방법은 모든 영역적 사상들에 대한 끈임없는 변증이라고 생각했다. 굴림굴림플라톤은 변증법이란 대화나 논술의 기술로서 어떤 문제에 대한학설學說이나 주장主張에 대하여 더 이상의 총체적인 이의異意와 의문疑問과반론反論이 있을 때에 그것에 대한 합리성을 다양한 각도에서 조명하고 확인시켜 주는 것이거나 또는 반대로 그것에 대한 총체적인이의異意와 의문疑問과 반론反論을 논리적으로 제기하는 기술이라고 정의했다. 쏘크라테스는 매우 겸허하고포용력 있는 삶을 살기위하여 그와 같은 삶을 살 수 있는 조건과 방법을 스스로 세운 후에 그것에 대한 변증을 긍정적 차원과 부정적 차원에서 끊임없이 시도했다. 쏘크라테스는 실제로 제자들을 문하에 거느린 적은 없었지만 플라톤은 다른 제자들과 마찬가지로 쏘크라테스의 영원한 제자였으며쏘크라테스는 또한 평생에 전혀 작품을 남기지 않았으나 플라톤은 스승], 긍정 텍스트 확률 : 100.00%"
"[쏘크라테스의 사상과 학문과 철학적 삶을 자신의 저술들을 통하여 정립하고보존함으로서 그것을 후세에 전했다. 플라톤은 쏘크라테스의 사형을 지켜보면서 정치에 대한 환멸을 느꼈고 그리하여 어릴 때부터의 꿈이었던 정치가에대한 꿈을 접어버렸다. 굴림굴림그러나 플라톤은 정치가 시대와 역사에 주는 영향이 얼마나 대단하고 중요한가? 하는 것을 알고 있었기 때문에 정치가들을교육하고 훈련하는 일에 전념했다. 플라톤이 자신의 저술인 대화편對話篇들을 거의 완성하였던 무렵인..년경 그의 나이 세 때에 그의 학문적], 긍정 텍스트 확률 : 91.17%"
"[사상적], 긍정 텍스트 확률 : 51.25%"
"[권위는 그 방면의 정점頂點에 있었다. 이때에 이르러 그는 아테네근교], 긍정 텍스트 확률 : 76.06%"
"[ 과학적], 긍정 텍스트 확률 : 51.25%"
"[지식을 추구하는 것이었고 플라톤의 주요 관심사는 정치가들에 대한 교육과 훈련이었다. 플라톤은 정치가들의 능력과 권위가 시대와 역사를주관한다는 인식의 전제 하에 정치가들에 대한 훈련과 교육을 매우 철저하게 시행했다. 굴림굴림플라톤은 정치 지도자들의 정신正信은속견俗見과 감정을 배제할 수 있어야 하고 엄격한 사유思惟를 통해 실재를 직시하고 지식에 입각하여 상황을 판단할 수있어야 한다는 전제 하에 정치 지망생들에게 수학], 긍정 텍스트 확률 : 79.32%"
"[알다를 의미하는 동사에서 파생된 용어로서 원래는보이는것], 긍정 텍스트 확률 : 55.27%"
"[ 모습], 긍정 텍스트 확률 : 51.52%"
"[물건의 형식이나 종류를 의미하는단어였다. 그러나 플라톤 철학에서의 이데아는 그 이상의 의미를 갖는다. 플라톤은 시공간을 초월하여영원 불변히 존재하는 것을 이데아라고 했다. 플라톤은 이데아를 설명함에 있어생성에 대한 존재다多에 대한하나타他에 대한 동同인간의 육안肉眼이나 감각感覺을 통하여 보게 되거나 느껴질 수 없는것오직 영혼의 눈으로만 볼 수 있는 것으로서 정신], 긍정 텍스트 확률 : 99.14%"
"[진실한 실유는 오직 이데아일 뿐이다. 플라톤의 필로쏘피아는 곧 쏘크라테스의 필로쏘피아다. 그러나 쏘크라테스의 필로쏘피아는자신을 모르는무지無知적인 것에 머물러 있는 반면에 플라톤의 필로소피아는 이데아를 통하여 그 무지를 초월하는필로쏘피아이다.굴림.우주론.굴림플라톤의 중요 관심사는 도덕철학과 정치철학이었지만 그는 과학에도 세심한 주의를 기울였다. 플라톤의 자연에 대한 이론인 물리학은주로티마에오스플라톤의 대화편을 통하여 나타난다. 플라톤 시대의 과학은 매우 고착상태에 빠져서 더 이상의 진행이 불가능한상태였다. 당시에 최고의 권위를 자랑하던 아낙시만더], 긍정 텍스트 확률 : 96.59%"
"[데모클레이토스 등등의 과학분야 거장들의 주장들은 상호 모순은 물론이고자체적인 모순까지 겹치고 또 겹쳐서 전혀 믿을 수가 없었다. 쏘크라테스는 이미 그들의 주장에 환멸을 느껴서 그 분야에 대해 거론조차 하지않았으며 플라톤 역시 같은 입장이었다. 이러한 상황 하에서 플라톤은 과학특히 자연과학에 집착하게 되었고 그것이 발전하여 우주에대한 자신의 사상 체계를 구축하였다. 플라톤은 피타고라스학파의 수학원리를 적용하여 우주관을 정립하였다. 굴림굴림그러나 피타고라스학파가 만물을수數라고 묘사하고 그 수數에 근거한 수학數學원리에 의하여 우주를 설명한 반면에 플라톤은 만물을 수라고묘사하지 않고 만물은 수數를 분유分有한다고 말하였으며 따라서 사물들이 수를 분유하는 차원에서의 수학원리를 적용하여우주론을 전개하였다. 당시의 우주관은 데모클레이토스의우연적결합론으로서 우주는 어떤 우연적인 결합에 의하여 생성되었다.는 것이었다. 그러나 플라톤은 데모크레이토스의우연적결합론을 반대하고목적적우주론을 주장하였다. 플라톤은우주가절대적 지고의 실유가 어떤 특별한 목적을 가지고 만물에 존재적 근거를 제공하며 또한 만물의 배열과 운행을 주관한다.고하였다. 플라톤은 세계는 수없는 변화와 불완전으로 가득차 있으면서도 존재적 목적에 따라 질서를 유지하고 있다고 주장하였고 이러한 우주만물의배후에는 우연하면서도 계기적인 메커니즘이 존재할 뿐만 아니라 그에 대한 분명한 이유와 목적이 반드시 존재한다고 주장하였다. 플라톤은 이와같은자신의 주장을 우주에 만연되어 있는 행성들이 일련의 엄밀한 기하학적 간격에 따라 상호조화를 이루어 배열되어 있는 것과 그 행성들의 운행 역시기하학적 법칙에 따라 질서정연하게 궤도를 따라 운행되어 지고 있음을 근거로 변증하였다.굴림굴림훗날 기독교 신학자들은 이러한 사상을 근거로 하여하나님의 실유 존재하심에 대한 우주론적 논증과 목적론적 논증이 성립되었다.그러나 플라톤이 말하는 절대적 지고의 실유는 종교적 차원에서의신적 존재가 아니라 철학적 차원에서 의정신이데아였고 따라서 그의 우주론은 종교적 차원에서 의창조론이 아니라 철학적차원의생성이었으며 우주만물의 질서나 운행 역시 종교적 차원에서의 창조주에 의한 섭리가 아니라 철학적 차원에서의 수학적], 긍정 텍스트 확률 : 82.77%"
"[질서적], 긍정 텍스트 확률 : 51.25%"
"[조화를 이루면서 배열되어 존재하고 운행된다는 것은 그들의 존재함과진행함의 뒤에 어떤 필연적이고 계기적인 원인이 존재한다는 것을 스스로 증명해 주는 것이며 또한 그 원인이 어떤 특별한 목적을 위하여 우주에게그러한 질서와 조직과 조화를 부여했다는 것을 증명하는 것이기도 하다. 만물에 질서와 조화를 부여하는 것은 정신情神이다. 따라서우주에 질서와 조화를 부여한 것은 어떤 정신의 지성적 작용이다. 한편 인간과 세계는 상호유사성을 갖는다. 왜냐하면 양자는 우선 지적이고 영원한요소를 함유하며 그 다음으로는 감각적이고 일시적인 요소를 함유하기 때문이다. 이러한 이원성二元性은 영혼정신과 육신의결합으로서의 인간을 통하여 표현된다. 이와 마찬가지로 모든 영역세계 속에도 영혼정신이 존재하며 모든 영역세계는 그영혼정신을 통해 질서 있고 조화롭게 배열되는 것이다. 생성을 거듭하는 우주만물은 어떤 필연적인 동인을 통하여 이루어진다. 이때의필연적인 동인은 곧 조물주를 말한다. 조물주는 정신들 중에 최고], 긍정 텍스트 확률 : 99.99%"
"[체계적으로 조화 있게 배열함으로서 사물들이 형성되는 것이다. 조물주는 세계를 형성시킴에 있어서 자신의형상을 닮은 선한 세계로 형성하고자 했으나 세계는 그의 뜻대로 형성될 수 없게 된다. 왜냐하면 이데아 또는 정신의 세계는 지성과 이성의 세계인반면에 상대적인 필연必然], 긍정 텍스트 확률 : 55.42%"
"[즉 지성과 이성을 방해하는 또 다른 존재인 악惡이 있기 때문이다. 따라서 조물주에 의해형성된 모든 선한 영역세계는 그것에 반대하는 필연인 악과 계속해서 조우遭遇하고 대결하게 된다.굴림위와같은 개념에 의하여 플라톤은 절대적 권능과 권력을 가진 지고至高의 신神을 주장하였고 따라서 일반 종교가섬기는 저급한 신들을 거부하였다. 그러나 그것은 종교적인 개념에서 비롯된 사상이 아니라 철학적 개념에서 비롯된 사상이었다.굴림한편 쏘크라테스나 플라톤이 말하는 지고적 신의 경지는 기독교의 하나님에 비교할만한 가치조차 없는 존재로서 너무나 허약하고 초라하였다.그러나 그럼에도 불구하고 그들이 말하는 지고적 신의 능력과 경지는 당시의 모든 종교들이 섬기는 신들에 비하여 훨씬 높고 넓은 경지에 있었다.때문에 아직 하나님에 대한 신학적 경륜이 없었던 초기 기독교 당시의 철학자들은 기독교의 하나님보다 쏘크라테스와 플라톤이 말하는 신적 존재가 더욱우월한 존재인 것으로 인식했다. 특히 쏘크라테스와 플라톤이 소개하는 신적 존재가지고의 절대적 신이라는 헬라 철학적 용어로표현되었을 때 당시의 문화적 종교적 관습에 의하여 그지고의 절대적 신은 당연히 기독교의 하나님 보다 우월한 존재로 받아들여졌다.굴림굴림우리는 여기에서 플라톤의 유한성과 고집스러운 편협성을 함께 본다. 플라톤이 절대적 지고의 실유적 존재를 말하면서도 그 존재를 간단하게최고의 유일한 신적 존재라고 말하지 못하고 정신], 긍정 텍스트 확률 : 98.91%"
"[데미우르고스 등등에 의한 생성을 고집하는 것은 그의 유한성때문이라고 이해할 수도 있지만 플라톤의 학문적 경륜을 고려할 때에 그것은 오히려 그의 고집스러운 편협성이라고 말할 수밖에 없다. 그는 분명히창조의 원리가 무無로부터의 창조라는 것을 알고 있었다. 그리고 무로부터의 창조는 창조자 자체의 무로부터의 창조 즉 창조자의자존성을 의미한다는 것도 당연히 알고 있었다. 이러한 우리의 주장을 지나친 가설이라고 주장할 수는 없다. 당시에 아테네를 비롯한 그리스지역에는이미 예루살렘을 떠나 분산되어진 히브리인들의 야훼사상이 폭넓게 전달되어 있었기 때문이다. 그럼에도 불구하고 플라톤은 그러한 창조주와 창조원리를전혀 무시하고 오히려 그리스의 전설적 하급신인 데미우르고스를 조물주로 등장시켜 그에 의한 생성을 고집하는 것이다. 그것은 어쩌면 그의 유한성이나또는 편협성 때문이 아니라 당시 최고의 소피스트임을 자부하는 그리스 최고의 철학자로서의 자존심 때문이었는지도 모른다. 고대 그리스인들은 본래아무도 흉내 낼 수 없는 최고적 자존심을 가지고 있었으며 특히 쏘피스트들의 자존심은 인간적 자존심의 경지를 이미 초월한 것이었다. 그런데 참으로묘하게도 이러한 플라톤적 고집스러운 편협성과 학문적 자존심이 모든 학자들의 역사적], 긍정 텍스트 확률 : 99.33%"
"[전통적 공통분모로 계승되어져 왔다. 그리고 이러한 고집적편협성과 학문적 자존심은 특히 기독교 신학자들에게 더욱 극심하게 계승되어져 내려왔다. 초기 기독교의 신학자들이 동], 긍정 텍스트 확률 : 86.56%"
"[서 양대 진영으로 갈라져 피어린 사투를 전개하였던 역사가 그것을 증명하고 있으며 현대 기독교가 수많은 분파로 갈라져 하나님의 섭리보다는 자신이 소속된 교파의 입장에 더욱전념하고 있는 현실이 그것을 증명하고 있다.굴림.인식론認識論굴림플라톤의 사상 체계는 이데아를 통한 무지로부터의 탈피 방법을 체계화 하여 정립한 것으로서 즉], 긍정 텍스트 확률 : 86.54%"
"[ 느끼고], 긍정 텍스트 확률 : 59.64%"
"[깨우침론이다. 플라톤은 자신의 인식론을동굴의 비유분할된 선線의비유형상론이데아론등등을 통하여 정립했다. 플라톤은동굴의 비유에서 인간은 보는 것 안에서만 인지하게 된다는원리를 제시하면서 이데아가 인간의 보는 범위를 확장시켜줌으로서 인간의 인식범위가 넓어지게 된다는 원리를 정립시켰고분할된 선의비유를 통해서는 인간이상상신념사고작용완전한 지혜의 단계를 거쳐서최고의인식차원에 이르게 된다는 것을 주장했으며형상론에서는 인간은 우주적 실유세계인 영적세계이데아의 조명을 통하여진정한 실유의 세계를 인식할 수 있다고 강조했다. 플라톤의 인식론은 본인이 진실로 그렇게 생각했는지에 관계없이 자연스럽게 쏘피스트들의지知적 능력을 일반인들의 그것에 비하여 매우 고등한 것으로 생각하게 만들어 버렸다. 초기 기독교시대에 영지주의자들이 자신들의존재를 스스로 고등한 지적존재들로 구분했던 것도 사실은 플라톤의 인식론에서 유래된 것이었다.굴림.영혼론靈魂論굴림플라톤의 영혼에 대한 개념은육체묘표설肉體墓標說이다. 플라톤은 영혼이 원래 천상에 선재해 있으면서 참 실재의관조觀照를 즐겼으나 사악한 생각으로 인하여 지상으로 전락轉落되어졌고 땅육체속에 매몰되어 생물이되었다고 주장했다.굴림초기 기독교시대], 긍정 텍스트 확률 : 99.68%"
"[알렉산드리아학파의 거장이었던 오리겐이 영혼선재설을 주장한 것은 플라톤의 영혼선재설에 영향 받은것이다.굴림한편 플라톤은 영혼을 이성理性기개氣槪욕망慾望등등의가지 차원으로 구분했다. 그는 모든 인간이 분유分有하고 있는 내적 혼란과 갈등에 대한 공통의 경험을 근거로 하여 영혼의 분법을추출했다. 인간에게는 첫째 목적이나 가치에 대한 인식으로부터 비롯되어지는 이성적 행위가 있으며], 긍정 텍스트 확률 : 97.14%"
"[셋째 현상적 사물세계와 관련된 욕망이 있다는 것을 전제로 하여 영혼을 개의 상이相異한 영역으로 구분한 것이다. 이러한플라톤의 영혼 개념을 요약하면 다음과 같다.굴림플라톤의 영혼론굴림인간의 육신은 육신 그 자체로는 생명이 없다. 따라서 인간의 사고思考나 행동은 육신의 삶의 근거인 영혼에 의해서 비롯된다.인간의 영혼은 이성理性 기개氣槪 욕망慾望등등의 가지차원으로 구분되어지는데 이것은 인간의 내적 갈등이 이성], 긍정 텍스트 확률 : 99.39%"
"[욕망 등등의 세가지 행동 양상으로 표출된다는 사실에서 증명된다. 한편 인간영혼의이성적 부분은 기개의 부분과 욕망의 부분을 지배할 권리를 갖는다. 반면에 이성은 행동을 위해 하나의 목적을 제시할 수 있지만 그 행동은 감각적욕망에 의하여 전도轉道될 수 있다. 따라서 기개의 힘은 이들], 긍정 텍스트 확률 : 92.85%"
"[부분들에 대해 동일한 관계 하에 있게 된다.왜냐하면 기개와 욕망의 힘들 역시 인간의 삶 그 자체에 필수불가결한 것이기 때문이다. 이성은 기개와 욕망과 함께 그것들 위에 작용하며 기개와욕망 역시 같은 차원에서 이성을 움직이도록 영향력을 행사한다. 그러나 이성], 긍정 텍스트 확률 : 98.34%"
